Country,Price,Size,Marketplace,Reference,Moy_prix_by_size,Address
Sousse,550.0,90.0,Tayara TN,c82a6214-da3b-45d0-a5f3-35ff11cbb541,6.111111111111111,"Sousse, Hammam Sousse"
Sousse,350.0,80.0,Tayara TN,9a6ac7bc-79c7-4aed-a535-2d29769bf493,4.375,"Sousse, Autres villes"
Ben arous,350.0,45.0,Tayara TN,ec22a7d1-6275-4b92-b66c-6e64e446286b,7.777777777777778,"Ben arous, Mégrine"
Bardo,400.0,90.0,Tayara TN,b117a2ff-bf9f-43f1-80de-05a9d1a26b3f,4.444444444444445,"Tunis, Le Bardo"
Mannouba,320.0,60.0,Tayara TN,aa6a1d27-df8c-4cba-b553-b4c2e3d9bd36,5.333333333333333,"La manouba, Autres villes"
Beja,400.0,120.0,Tayara TN,c1314c6c-4852-433e-964b-90ba68e6550b,3.3333333333333335,"Béja, Autres villes"
Monastir,330.0,130.0,Tayara TN,dc5f9b89-76ad-43a1-9921-6bd6510919b9,2.5384615384615383,"Monastir, Monastir"
Ariana,1000.0,95.0,Tayara TN,e8b338f6-aed0-48f2-aa9b-c838973f6710,10.526315789473685,"Ariana, Ennasr"
Nabeul,330.0,65.0,Tayara TN,c0a9f0bf-d672-4249-9b2d-b74366b28116,5.076923076923077,"Nabeul, Hammamet"
Ariana,1000.0,74.0,Tayara TN,374ba374-54b5-4ef0-b327-8b56e14184bb,13.513513513513514,"Ariana, Autres villes"
Tunis,300.0,60.0,Tayara TN,77778bd0-c679-409f-832c-8eada7732c87,5.0,"Tunis, Autres villes"
Mannouba,440.0,100.0,Tayara TN,6240032b-ed7b-485f-bd8b-44c721aaafe7,4.4,"La manouba, La manouba"
Monastir,230.0,90.0,Tayara TN,be12a30e-ce78-41e1-a96a-bb61f37fd327,2.5555555555555554,"Monastir, Moknine"
Sousse,50.0,100.0,Tayara TN,12f046be-cb9e-41d4-9212-c7cc5819ab67,0.5,"Sousse, Sousse Médina"
Ben arous,450.0,100.0,Tayara TN,a38a1c9e-02b0-4294-b634-15e5ad1f0173,4.5,"Ben arous, Boumhel"
Ben arous,630.0,120.0,Tunisie-annonce TN,2861335,5.25,"Tunisie,Ben arous,Bou Mhel El Bassatine,Bou Mhel"
Sfax,2000.0,900.0,Tunisie-annonce TN,2862058,2.2222222222222223,"Tunisie,Sfax,Sfax Ville,Sfax"
Ariana,600.0,115.0,Tayara TN,e4e0174f-472c-44b7-a6da-d88630090296,5.217391304347826,"Ariana, Raoued"
Ben arous,450.0,100.0,Tunisie-annonce TN,2856409,4.5,"Tunisie,Ben arous,Bou Mhel El Bassatine,Bou Mhel"
Banlieue Nord,1800.0,115.0,Tunisie-annonce TN,2739150,15.652173913043478,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Ben arous,600.0,110.0,Tunisie-annonce TN,2858664,5.454545454545454,"Tunisie,Ben arous,Nouvelle Medina,Nouvelle Medina"
Banlieue Nord,2000.0,250.0,Tunisie-annonce TN,2834606,8.0,"Tunisie,Tunis,La Marsa,Gammart"
Tunis,600.0,90.0,Tayara TN,3d54025a-28b4-4628-86ae-5bee5e5a2ba3,6.666666666666667,"Tunis, Autres villes"
Ariana,900.0,160.0,Tunisie-annonce TN,2862074,5.625,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 2"
Cite el khadra,180.0,110.0,Tunisie-annonce TN,2821855,1.6363636363636365,"Tunisie,Tunis,Cite El Khadra,Cite El Khadra"
Ariana,850.0,120.0,Tunisie-annonce TN,2862073,7.083333333333333,"Tunisie,Ariana,Ariana Ville,El Menzah 7"
Mannouba,200.0,70.0,Tayara TN,f155a29e-ba27-49e5-8b0b-dc403555a936,2.857142857142857,"La manouba, Autres villes"
Ariana,400.0,50.0,Tunisie-annonce TN,2814962,8.0,"Tunisie,Ariana,Ariana Ville,Ariana"
Ariana,500.0,60.0,Tunisie-annonce TN,2857081,8.333333333333334,"Tunisie,Ariana,Ariana Ville,Ariana"
Banlieue Nord,4000.0,320.0,Tunisie-annonce TN,2714570,12.5,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Sousse,400.0,25.0,Tayara TN,3bc7ad85-5fa8-4b08-9216-d2cb5c71422d,16.0,"Sousse, Autres villes"
Banlieue Nord,800.0,100.0,Tayara TN,79570be8-15c0-44f8-9982-7cee6d25f191,8.0,"Tunis, Le Kram"
Tunis,1300.0,120.0,Tunisie-annonce TN,2814965,10.833333333333334,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan"
Banlieue Nord,2600.0,160.0,Tunisie-annonce TN,2854384,16.25,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Ben arous,1200.0,89.0,Tunisie-annonce TN,2853262,13.48314606741573,"Tunisie,Ben arous,Ezzahra,Ezzahra"
Jendouba,150.0,100.0,Tunisie-annonce TN,2829944,1.5,"Tunisie,Jendouba,Tabarka,Cite El Mourjene"
Tunis,150.0,80.0,Tayara TN,57a513ac-5c2a-4947-8a2c-c3aa3ec82828,1.875,"Tunis, Centre Ville - Lafayette"
Banlieue Nord,6000.0,300.0,Tunisie-annonce TN,2855041,20.0,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Monastir,800.0,93.0,Tayara TN,cb19778a-6eaf-42f8-b4c4-851431e75b4e,8.602150537634408,"Monastir, Monastir"
Sousse,1000.0,80.0,Tunisie-annonce TN,2603476,12.5,"Tunisie,Sousse,Sousse Jaouhara,Sousse Khezama"
Nabeul,13333.0,2000.0,Tunisie-annonce TN,2417006,6.6665,"Tunisie,Nabeul,Soliman,Cite Nouvelle"
Tunis,350.0,200.0,Tunisie-annonce TN,2862083,1.75,"Tunisie,Le Kef,Le Kef Est,Cite Ennouhoudh 1"
Nabeul,120.0,66.0,Tunisie-annonce TN,2569805,1.8181818181818181,"Tunisie,Nabeul,Hammamet,Hammamet"
Banlieue Nord,2700.0,170.0,Tunisie-annonce TN,2815974,15.882352941176471,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Ariana,650.0,60.0,Tayara TN,2645592e-2106-4c77-a90f-4e3dd1564c07,10.833333333333334,"Tunis, L'aouina"
Bardo,1200.0,90.0,Tunisie-annonce TN,1081692,13.333333333333334,"Tunisie,Tunis,Le Bardo,Le Bardo"
Ariana,1000.0,176.0,Tunisie-annonce TN,2847465,5.681818181818182,"Tunisie,Ariana,Raoued,Cite El Ghazala 1"
Ariana,1000.0,150.0,Tunisie-annonce TN,2842680,6.666666666666667,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 2"
Ben arous,650.0,164.0,Tunisie-annonce TN,2859162,3.9634146341463414,"Tunisie,Ben arous,Nouvelle Medina,Nouvelle Medina"
Tunis,730.0,100.0,Tayara TN,ba37b648-c15b-46fc-88a3-4e2e211b30b8,7.3,"Tunis, Autres villes"
Ariana,800.0,140.0,Tunisie-annonce TN,2830089,5.714285714285714,"Tunisie,Ariana,La Soukra,Chotrana 3"
Ariana,2850.0,200.0,Tunisie-annonce TN,456647,14.25,"Tunisie,Tunis,El Menzah,El Menzah 9"
Ben arous,450.0,120.0,Tunisie-annonce TN,2791705,3.75,"Tunisie,Ben arous,Hammam Chatt,Borj Cedria"
Ben arous,700.0,100.0,Tunisie-annonce TN,2837750,7.0,"Tunisie,Ben arous,El Mourouj,El Mourouj"
Ben arous,580.0,150.0,Tunisie-annonce TN,2776902,3.8666666666666667,"Tunisie,Ben arous,Nouvelle Medina,Nouvelle Medina"
Sousse,600.0,200.0,Tayara TN,d38939be-9a1d-44b7-8c6d-77170efd7af3,3.0,"Sousse, Autres villes"
Banlieue Nord,800.0,120.0,Tunisie-annonce TN,2862100,6.666666666666667,"Tunisie,Tunis,La Marsa,Cite Du Stade"
Ariana,300.0,82.0,Tunisie-annonce TN,2860832,3.658536585365854,"Tunisie,Ariana,Ettadhamen,Cite 18 Janvier"
Nabeul,450.0,100.0,Tayara TN,9ee9f081-499d-4d61-82fa-7fe21e52d749,4.5,"Nabeul, Dar Châabane El Fehri"
Banlieue Nord,1160.0,145.0,Tunisie-annonce TN,2832881,8.0,"Tunisie,Tunis,Ain Zaghouan,Jardins de Carthage"
Banlieue Nord,1000.0,120.0,Tunisie-annonce TN,2862097,8.333333333333334,"Tunisie,Tunis,La Marsa,Cite Du Stade"
Nabeul,550.0,50.0,Tayara TN,026a3b62-84d9-47cb-a520-65c3289b4ac8,11.0,"Nabeul, Mrezga"
Nabeul,500.0,100.0,Tunisie-annonce TN,2862096,5.0,"Tunisie,Nabeul,Hammamet,Hammamet"
Bardo,250.0,60.0,Tunisie-annonce TN,2809759,4.166666666666667,"Tunisie,Tunis,Le Bardo,Ksar Said"
Nabeul,650.0,90.0,Tunisie-annonce TN,2858565,7.222222222222222,"Tunisie,Nabeul,Hammamet,Cite Afh"
Nabeul,600.0,124.0,Tunisie-annonce TN,2860177,4.838709677419355,"Tunisie,Nabeul,Hammamet,Cite Afh"
Banlieue Nord,800.0,100.0,Tunisie-annonce TN,2862092,8.0,"Tunisie,Tunis,La Marsa,Marsa Erriadh"
Ben arous,450.0,100.0,Tunisie-annonce TN,2856349,4.5,"Tunisie,Ben arous,Mornag,Mornag"
Ariana,900.0,80.0,Tunisie-annonce TN,2802885,11.25,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 2"
Nabeul,55.0,90.0,Tayara TN,5dd279dc-2759-4c16-8cad-5935afe547a1,0.6111111111111112,"Nabeul, Nabeul"
Tunis,80.0,75.0,Tunisie-annonce TN,960969,1.0666666666666667,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan"
Ben arous,350.0,40.0,Tunisie-annonce TN,2860477,8.75,"Tunisie,Ben arous,Bou Mhel El Bassatine,Bou Mhel"
Nabeul,600.0,110.0,Tunisie-annonce TN,2862105,5.454545454545454,"Tunisie,Nabeul,Hammamet,Hammamet"
Banlieue Nord,800.0,110.0,Tunisie-annonce TN,2819889,7.2727272727272725,"Tunisie,Tunis,La Marsa,Cite Des Juges 2"
Banlieue Nord,2500.0,160.0,Tunisie-annonce TN,2805811,15.625,"Tunisie,Tunis,La Marsa,Marsa Safsaf"
Monastir,650.0,60.0,Tayara TN,48e8817e-c258-450f-a905-11c647ef33de,10.833333333333334,"Monastir, Monastir"
Ben arous,480.0,100.0,Tunisie-annonce TN,2847943,4.8,"Tunisie,Ben arous,Bou Mhel El Bassatine,Bou Mhel"
Tunis,1650.0,150.0,Tunisie-annonce TN,2819894,11.0,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan"
Ariana,1200.0,130.0,Tunisie-annonce TN,2852387,9.23076923076923,"Tunisie,Tunis,El Menzah,Mutuelle Ville"
Sousse,350.0,75.0,Tayara TN,c161cb90-0918-4555-9ef8-a3a00d7d53a3,4.666666666666667,"Sousse, Sousse"
Ariana,5000.0,140.0,Tunisie-annonce TN,2779423,35.714285714285715,"Tunisie,Ariana,Ariana Ville,El Menzah 5"
Ariana,1400.0,130.0,Tunisie-annonce TN,2859565,10.76923076923077,"Tunisie,Tunis,El Menzah,Mutuelle Ville"
Ben arous,100.0,90.0,Tayara TN,9b8a8d04-ce21-43ed-8f7a-dd30ca18b12a,1.1111111111111112,"Ben arous, El Mourouj"
Bizerte,100.0,75.0,Tunisie-annonce TN,2411889,1.3333333333333333,"Tunisie,Bizerte,Bizerte Nord,Bizerte"
Mahdia,450.0,180.0,Tunisie-annonce TN,2856287,2.5,"Tunisie,Mahdia,Mahdia,Mahdia"
Tunis,400.0,85.0,Tayara TN,d3dcd326-51b1-4050-9889-bfbac61b557f,4.705882352941177,"Tunis, Autres villes"
Ariana,1500.0,150.0,Tunisie-annonce TN,2827716,10.0,"Tunisie,Ariana,La Soukra,La Soukra"
Ben arous,1200.0,80.0,Tunisie-annonce TN,2860846,15.0,"Tunisie,Ben arous,El Mourouj,El Mourouj"
Nabeul,240.0,30.0,Tunisie-annonce TN,1198574,8.0,"Tunisie,Nabeul,Nabeul,Cite El Mahrsi 1"
Ariana,80.0,80.0,Tayara TN,a8d4089f-6a78-4461-a8c1-b6383280359f,1.0,"Ariana, Ennasr"
Bizerte,900.0,120.0,Tunisie-annonce TN,2493099,7.5,"Tunisie,Bizerte,Bizerte Nord,Bizerte"
Ariana,700.0,120.0,Tunisie-annonce TN,2755803,5.833333333333333,"Tunisie,Ariana,La Soukra,La Soukra"
Nabeul,1200.0,300.0,Tunisie-annonce TN,2798498,4.0,"Tunisie,Nabeul,El Haouaria,Cite Touristique"
Ariana,80.0,80.0,Tayara TN,04aa0114-4f27-44c1-aca5-acc8860c205f,1.0,"Ariana, Ennasr"
Sousse,450.0,100.0,Tayara TN,e0d27e86-6348-4aa3-8161-faaff796303f,4.5,"Sousse, Sousse"
Mahdia,1000.0,55.0,Tunisie-annonce TN,812439,18.181818181818183,"Tunisie,Mahdia,Mahdia,Mahdia"
Ben arous,550.0,120.0,Tunisie-annonce TN,2798987,4.583333333333333,"Tunisie,Ben arous,El Mourouj,El Mourouj"
Tunis,680.0,120.0,Tayara TN,a287fa99-05ca-49d7-84d0-dab1d41d37a3,5.666666666666667,"Tunis, Autres villes"
Ariana,650.0,60.0,Tayara TN,6d0f4f0f-2148-480b-abcc-22f4135b9521,10.833333333333334,"Tunis, L'aouina"
Ariana,2500.0,150.0,Tunisie-annonce TN,2837245,16.666666666666668,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 2"
Banlieue Nord,270.0,149.0,Tayara TN,38e0a5c1-a175-418b-a230-540b0b699844,1.8120805369127517,"Tunis, Carthage"
Tunis,400.0,70.0,Tunisie-annonce TN,2862117,5.714285714285714,"Tunisie,Tunis,Bab Bhar,Bab El Jazira"
Ben arous,850.0,85.0,Tunisie-annonce TN,2794751,10.0,"Tunisie,Ben arous,El Mourouj,El Mourouj"
Ben arous,380.0,90.0,Tunisie-annonce TN,2851462,4.222222222222222,"Tunisie,Ben arous,El Mourouj,El Mourouj"
Banlieue Nord,1200.0,140.0,Tunisie-annonce TN,2849076,8.571428571428571,"Tunisie,Tunis,Ain Zaghouan,Jardins de Carthage"
Banlieue Nord,150.0,83.0,Tayara TN,86e9c0b2-a395-401b-a252-76f86fd5df3e,1.8072289156626506,"Tunis, Carthage"
Nabeul,900.0,60.0,Tunisie-annonce TN,2775318,15.0,"Tunisie,Nabeul,Hammamet,Hammamet"
Nabeul,850.0,120.0,Tunisie-annonce TN,2856373,7.083333333333333,"Tunisie,Nabeul,Hammamet,Cite Afh"
Ariana,1700.0,200.0,Tunisie-annonce TN,2857669,8.5,"Tunisie,Tunis,El Menzah,Mutuelle Ville"
Banlieue Nord,240.0,128.0,Tayara TN,35552a03-080f-4d44-8588-b211e45dd683,1.875,"Tunis, Carthage"
Nabeul,1300.0,90.0,Tunisie-annonce TN,2806706,14.444444444444445,"Tunisie,Nabeul,Kelibia,Kelibia"
Banlieue Nord,150.0,83.0,Tayara TN,7a5a34f1-9d6c-45a6-a066-0486d85d0486,1.8072289156626506,"Tunis, Carthage"
Tunis,730.0,65.0,Tunisie-annonce TN,2850022,11.23076923076923,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan"
Nabeul,550.0,75.0,Tunisie-annonce TN,2849259,7.333333333333333,"Tunisie,Nabeul,Hammamet,Cite Afh"
Banlieue Nord,250.0,1000.0,Tunisie-annonce TN,2754204,0.25,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Bardo,430.0,80.0,Tayara TN,48985a73-2455-4ac8-a93b-4ac6a8bdcff5,5.375,"Tunis, Le Bardo"
Ben arous,430.0,90.0,Tunisie-annonce TN,2854996,4.777777777777778,"Tunisie,Ben arous,El Mourouj,El Mourouj"
Ben arous,450.0,100.0,Tunisie-annonce TN,2857900,4.5,"Tunisie,Ben arous,El Mourouj,El Mourouj"
Bizerte,420.0,70.0,Tunisie-annonce TN,2782033,6.0,"Tunisie,Bizerte,Bizerte Nord,Bizerte"
Mahdia,450.0,75.0,Tayara TN,f1e66aa2-899d-4b9f-8d11-06462d739d78,6.0,"Mahdia, Mahdia"
Sousse,550.0,70.0,Tunisie-annonce TN,2799238,7.857142857142857,"Tunisie,Sousse,Sousse Ville,Sousse"
Ariana,300.0,70.0,Tayara TN,448b8886-846c-4517-9bd8-ada718c1821e,4.285714285714286,"Ariana, Raoued"
Ben arous,650.0,107.0,Tayara TN,59f0acd8-375f-41bc-b265-d570a79109b0,6.074766355140187,"Ben arous, Ben arous"
Ariana,1400.0,100.0,Tunisie-annonce TN,2853208,14.0,"Tunisie,Tunis,El Menzah,Mutuelle Ville"
Banlieue Nord,12000.0,600.0,Tunisie-annonce TN,2805140,20.0,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Banlieue Nord,650.0,85.0,Tayara TN,ab51f2a1-6c94-411c-a530-fd81254cf8a1,7.647058823529412,"Tunis, La Marsa"
Ariana,1500.0,230.0,Tunisie-annonce TN,2800940,6.521739130434782,"Tunisie,Ariana,La Soukra,Chotrana 2"
Banlieue Nord,780.0,145.0,Tayara TN,9d470bbf-ecb7-4df5-8a3e-11a579dcdf8b,5.379310344827586,"Tunis, La Marsa"
Banlieue Nord,1600.0,138.0,Tunisie-annonce TN,2859606,11.594202898550725,"Tunisie,Tunis,La Marsa,Sidi Daoud"
Ben arous,142.0,567.0,Tunisie-annonce TN,2858195,0.25044091710758376,"Tunisie,Ben arous,Mornag,Mornag"
Bardo,350.0,52.0,Tunisie-annonce TN,2862122,6.730769230769231,"Tunisie,Tunis,Le Bardo,Le Bardo"
Tunis,125.0,45.0,Tayara TN,f758c2b8-ca20-4c0b-8373-a405f83e7ddb,2.7777777777777777,"Tunis, Tunis"
Sousse,2500.0,165.0,Tunisie-annonce TN,2713268,15.151515151515152,"Tunisie,Sousse,Sousse Jaouhara,Cite Sahloul"
Sousse,450.0,125.0,Tayara TN,41545175-46e2-4e6f-bca7-b07d729a3723,3.6,"Sousse, Hergla"
Nabeul,100.0,60.0,Tunisie-annonce TN,2686627,1.6666666666666667,"Tunisie,Nabeul,Hammamet,Chaabet El Mrezga"
Mannouba,570.0,85.0,Tayara TN,25448beb-523a-483a-ba83-2d99d6123969,6.705882352941177,"La manouba, La manouba"
Sousse,550.0,65.0,Tunisie-annonce TN,2712447,8.461538461538462,"Tunisie,Sousse,Sousse Ville,Sousse"
Ben arous,550.0,60.0,Tunisie-annonce TN,2815894,9.166666666666666,"Tunisie,Ben arous,Ben Arous,Ben Arous"
Tunis,2000.0,180.0,Tunisie-annonce TN,2756287,11.11111111111111,"Tunisie,Tunis,Bab Bhar,Taieb El M'Hiri"
Ariana,1150.0,150.0,Tunisie-annonce TN,2822346,7.666666666666667,"Tunisie,Ariana,La Soukra,La Soukra"
Tunis,2300.0,220.0,Tunisie-annonce TN,2817425,10.454545454545455,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan"
Ben arous,1450.0,350.0,Tunisie-annonce TN,2859434,4.142857142857143,"Tunisie,Ben arous,Bou Mhel El Bassatine,Bou Mhel"
Ariana,900.0,110.0,Tunisie-annonce TN,2774915,8.181818181818182,"Tunisie,Ariana,La Soukra,Dar Fadhal"
Ariana,400.0,110.0,Tunisie-annonce TN,2848904,3.6363636363636362,"Tunisie,Ariana,Raoued,Jaafar 1"
Ariana,450.0,80.0,Tunisie-annonce TN,2862127,5.625,"Tunisie,Ariana,Ariana Ville,El Menzah 6"
Ben arous,700.0,110.0,Tunisie-annonce TN,2777879,6.363636363636363,"Tunisie,Ben arous,Hammam Chatt,Borj Cedria"
Nabeul,650.0,110.0,Tunisie-annonce TN,2859491,5.909090909090909,"Tunisie,Nabeul,Hammamet,Cite Afh"
Ariana,1000.0,185.0,Tunisie-annonce TN,2800970,5.405405405405405,"Tunisie,Ariana,La Soukra,Chotrana 2"
Nabeul,500.0,80.0,Tunisie-annonce TN,2862124,6.25,"Tunisie,Nabeul,Hammamet,Chaabet El Mrezga"
Ben arous,1800.0,111.0,Tunisie-annonce TN,2862141,16.216216216216218,"Tunisie,Ben arous,Megrine,Saint Gobin"
Banlieue Nord,250.0,270.0,Tunisie-annonce TN,2786353,0.9259259259259259,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Sousse,350.0,85.0,Tunisie-annonce TN,2632870,4.117647058823529,"Tunisie,Sousse,Akouda,Tantana"
Nabeul,500.0,62.0,Tunisie-annonce TN,2859514,8.064516129032258,"Tunisie,Nabeul,Hammamet,Cite Afh"
Banlieue Nord,100.0,50.0,Tunisie-annonce TN,2373151,2.0,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Ariana,1400.0,180.0,Tunisie-annonce TN,2853120,7.777777777777778,"Tunisie,Ariana,Ariana Ville,El Menzah 5"
Banlieue Nord,950.0,100.0,Tunisie-annonce TN,2858424,9.5,"Tunisie,Tunis,La Marsa,Marsa Safsaf"
Banlieue Nord,800.0,50.0,Tunisie-annonce TN,2351756,16.0,"Tunisie,Tunis,Ain Zaghouan,Jardins de Carthage"
Bizerte,130.0,150.0,Tunisie-annonce TN,2833602,0.8666666666666667,"Tunisie,Bizerte,Bizerte Nord,Bizerte"
Sousse,450.0,80.0,Tunisie-annonce TN,2754749,5.625,"Tunisie,Sousse,Akouda,Chatt Meriem"
Tunis,100.0,55.0,Tunisie-annonce TN,2358631,1.8181818181818181,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan"
Sousse,400.0,130.0,Tunisie-annonce TN,2274151,3.076923076923077,"Tunisie,Sousse,Hergla,Hergla"
Banlieue Nord,2500.0,345.0,Tunisie-annonce TN,2828340,7.246376811594203,"Tunisie,Tunis,La Marsa,Marsa Safsaf"
Ariana,100.0,70.0,Tunisie-annonce TN,2832203,1.4285714285714286,"Tunisie,Tunis,El Menzah,El Menzah 9"
Bizerte,600.0,150.0,Tunisie-annonce TN,2861078,4.0,"Tunisie,Bizerte,Bizerte Nord,Bizerte"
Tunis,1200.0,100.0,Tunisie-annonce TN,2788321,12.0,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan"
Bizerte,650.0,100.0,Tunisie-annonce TN,2791201,6.5,"Tunisie,Bizerte,Bizerte Nord,Bizerte"
Banlieue Nord,2500.0,160.0,Tunisie-annonce TN,2843752,15.625,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Nabeul,700.0,120.0,Tunisie-annonce TN,2862140,5.833333333333333,"Tunisie,Nabeul,Hammamet,Cite Afh"
Banlieue Nord,1000.0,120.0,Tunisie-annonce TN,2860959,8.333333333333334,"Tunisie,Tunis,Carthage,Amilcar"
Ariana,1500.0,200.0,Tunisie-annonce TN,2804244,7.5,"Tunisie,Tunis,El Menzah,Mutuelle Ville"
Banlieue Nord,72000.0,4500.0,Tunisie-annonce TN,2775976,16.0,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Tunis,900.0,70.0,Tunisie-annonce TN,2859378,12.857142857142858,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan"
Banlieue Nord,1700.0,360.0,Tunisie-annonce TN,2840810,4.722222222222222,"Tunisie,Tunis,La Marsa,Cite El Hana"
Mannouba,430.0,100.0,Tunisie-annonce TN,2862137,4.3,"Tunisie,Manouba,Mannouba,La Mannouba"
Banlieue Nord,220.0,4500.0,Tunisie-annonce TN,2786755,0.04888888888888889,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Ben arous,600.0,150.0,Tunisie-annonce TN,2823209,4.0,"Tunisie,Ben arous,Bou Mhel El Bassatine,Bou Mhel"
Tunis,1400.0,167.0,Tunisie-annonce TN,2857430,8.383233532934131,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan"
Nabeul,400.0,60.0,Tunisie-annonce TN,2855404,6.666666666666667,"Tunisie,Nabeul,Hammamet,Chaabet El Mrezga"
Ben arous,750.0,110.0,Tunisie-annonce TN,2860479,6.818181818181818,"Tunisie,Ben arous,Bou Mhel El Bassatine,Bou Mhel"
Ben arous,450.0,80.0,Tunisie-annonce TN,2862148,5.625,"Tunisie,Ben arous,El Mourouj,El Mourouj"
Sousse,800.0,76.0,Tunisie-annonce TN,2862147,10.526315789473685,"Tunisie,Sousse,Akouda,Chatt Meriem"
Sfax,570.0,100.0,Tunisie-annonce TN,2860500,5.7,"Tunisie,Sfax,Sfax Ville,Sfax"
Nabeul,500.0,90.0,Tunisie-annonce TN,2855993,5.555555555555555,"Tunisie,Nabeul,Nabeul,Nabeul"
Ben arous,550.0,100.0,Tunisie-annonce TN,2840776,5.5,"Tunisie,Ben arous,Bou Mhel El Bassatine,Bou Mhel"
Ben arous,600.0,75.0,Tunisie-annonce TN,2861181,8.0,"Tunisie,Ben arous,Bou Mhel El Bassatine,Bou Mhel"
Ben arous,550.0,100.0,Tunisie-annonce TN,2825731,5.5,"Tunisie,Ben arous,El Mourouj,El Mourouj"
Ariana,1400.0,170.0,Tunisie-annonce TN,2862142,8.235294117647058,"Tunisie,Ariana,Ariana Ville,El Menzah 7"
Ariana,25000.0,3000.0,Tunisie-annonce TN,2288823,8.333333333333334,"Tunisie,Ariana,La Soukra,Charguia 1"
Banlieue Nord,740.0,95.0,Tunisie-annonce TN,2861740,7.7894736842105265,"Tunisie,Ariana,La Soukra,Aeroport Tunis Carthage"
Ariana,250.0,200.0,Tunisie-annonce TN,2862159,1.25,"Tunisie,Ariana,Ariana Ville,El Menzah 7"
Ariana,1000.0,80.0,Tunisie-annonce TN,2748715,12.5,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 2"
Banlieue Nord,3500.0,500.0,Tunisie-annonce TN,2213217,7.0,"Tunisie,Tunis,La Marsa,Marsa Safsaf"
Banlieue Nord,1250.0,105.0,Tunisie-annonce TN,2748705,11.904761904761905,"Tunisie,Tunis,La Marsa,El Aouina"
Nabeul,1000.0,350.0,Tunisie-annonce TN,2812328,2.857142857142857,"Tunisie,Nabeul,Nabeul,Nabeul"
Nabeul,650.0,72.0,Tunisie-annonce TN,2443003,9.027777777777779,"Tunisie,Nabeul,Hammamet,Hammamet"
Cite el khadra,360.0,100.0,Tunisie-annonce TN,2598097,3.6,"Tunisie,Tunis,Cite El Khadra,Zone urbaine nord"
Nabeul,500.0,120.0,Tunisie-annonce TN,2862152,4.166666666666667,"Tunisie,Nabeul,Hammam El Ghezaz,Hammam El Ghezaz"
Banlieue Nord,1250.0,100.0,Tunisie-annonce TN,2826088,12.5,"Tunisie,Tunis,La Marsa,El Aouina"
Ariana,1100.0,190.0,Tunisie-annonce TN,2860439,5.7894736842105265,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 2"
Banlieue Nord,1550.0,180.0,Tunisie-annonce TN,2858168,8.61111111111111,"Tunisie,Tunis,Ain Zaghouan,Jardins de Carthage"
Bizerte,300.0,70.0,Tunisie-annonce TN,2713856,4.285714285714286,"Tunisie,Bizerte,Bizerte Nord,Bizerte"
Banlieue Nord,2700.0,200.0,Tunisie-annonce TN,2828846,13.5,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Banlieue Nord,2700.0,300.0,Tunisie-annonce TN,2815348,9.0,"Tunisie,Tunis,Carthage,Sidi Bousaid"
Ben arous,800.0,128.0,Tunisie-annonce TN,2859256,6.25,"Tunisie,Ben arous,Bou Mhel El Bassatine,Bou Mhel"
Banlieue Nord,950.0,210.0,Tunisie-annonce TN,2819980,4.523809523809524,"Tunisie,Tunis,La Marsa,Cite Du Stade"
Ariana,1000.0,65.0,Tunisie-annonce TN,2776945,15.384615384615385,"Tunisie,Ariana,Ariana Ville,El Menzah 5"
Banlieue Nord,1250.0,80.0,Tunisie-annonce TN,2773560,15.625,"Tunisie,Tunis,La Marsa,Marsa Safsaf"
Banlieue Nord,1600.0,100.0,Tunisie-annonce TN,2819900,16.0,"Tunisie,Tunis,La Marsa,Marsa Ennassim"
Ben arous,650.0,138.0,Tunisie-annonce TN,2860133,4.7101449275362315,"Tunisie,Ben arous,Bou Mhel El Bassatine,Bou Mhel"
