Country,Price,Size,Status,Marketplace,Reference,Moy_prix_by_size,Address
Ariana,222000.0,111.0,V,Jumia TN,L-TN-00132971,2000.0,"cité el wahat, La Soukra, Soukra, Ariana"
Banlieue Nord,580000.0,204.0,V,Jumia TN,L-TN-00155054,2843.1372549019607,"Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Ariana,260000.0,140.0,V,Tayara TN,53f9791e-cbad-4ab2-b445-740aee7fedb3,1857.142857142857,"Tunis, Menzah"
Ariana,850.0,150.0,L,Tunisie-annonce TN,2862064,5.666666666666667,"Tunisie,Ariana,Ariana Ville,El Menzah 7"
Banlieue Nord,339000.0,2.0,V,Jumia TN,L-TN-00107106,169500.0,"Jardins de Carthage, Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Ariana,950.0,80.0,L,Tunisie-annonce TN,2822025,11.875,"Tunisie,Tunis,El Menzah,El Manar 2"
Banlieue Nord,800.0,100.0,L,Tayara TN,5a40a60b-278d-46e9-98c4-a5f3394a6040,8.0,"Tunis, La Marsa"
Ben arous,85000.0,90.0,V,Jumia TN,L-TN-00132958,944.4444444444445,"El Mourouj, Ben Arous - Tunis Sud"
Banlieue Nord,340000.0,128.0,V,Jumia TN,L-TN-00101548,2656.25,"La Marsa, La Marsa, Tunis et Banlieue Nord"
Ben arous,103000.0,105.0,V,Jumia TN,L-TN-00157207,980.952380952381,"Ben Arous, Ben Arous, Ben Arous - Tunis Sud"
Ariana,385000.0,159.0,V,Jumia TN,L-TN-00123924,2421.383647798742,"Chotrana 1, La Soukra, Ariana"
Banlieue Nord,905000.0,411.0,V,Jumia TN,L-TN-00140157,2201.9464720194646,"Douar Hicher , La Soukra, Tunis et Banlieue Nord"
Nabeul,257000.0,123.0,V,Jumia TN,L-TN-00171072,2089.430894308943,"Cité El Wafa (nouvelle cite afh), Nabeul, Nabeul"
Ariana,211190.0,121.0,V,Jumia TN,L-TN-00153576,1745.3719008264463,"Chotrana 1, Chotrana 1, La Soukra, Ariana"
Ariana,250000.0,104.0,V,Jumia TN,L-TN-00147141,2403.846153846154,"La Soukra, La Soukra, La Soukra, Ariana"
Nabeul,260000.0,125.0,V,Jumia TN,L-TN-00168841,2080.0,"Yasmine Hammamet, Hammamet, Nabeul"
Sousse,270000.0,150.0,V,Jumia TN,L-TN-00148443,1800.0,"Sahloul, Sahloul, Sousse"
Banlieue Nord,820000.0,292.0,V,Jumia TN,L-TN-00152629,2808.219178082192,"Cité les Résidence du Parc, Les Jardins de Carthage, Les Jardins de Carthage, Les Jardins de Carthage, Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Ariana,350000.0,175.0,V,Jumia TN,L-TN-00173712,2000.0,"Chotrana 1, La Soukra, Ariana"
Sousse,380.0,80.0,L,Tayara TN,71e78420-00ca-4619-9e12-aa7352231a9e,4.75,"Sousse, Autres villes"
Sousse,165000.0,109.0,V,Jumia TN,L-TN-00156896,1513.7614678899083,"Hergla, Hergla, Sousse"
Ariana,484000.0,177.0,V,Jumia TN,L-TN-00129072,2734.463276836158,"Cité Ennasr, Cité Ennasr, Ariana"
Banlieue Nord,2000.0,180.0,V,Jumia TN,L-TN-00161190,11.11111111111111,"La Marsa, La Marsa, La Marsa, Tunis et Banlieue Nord"
Banlieue Nord,215000.0,102.0,V,Jumia TN,L-TN-00153117,2107.843137254902,"wahat, Aouina, Aouina, Tunis et Banlieue Nord"
Ariana,1500.0,105.0,L,Tayara TN,c28b44aa-ce4d-414f-9d80-eb7e2f884a21,14.285714285714286,"Tunis, L'aouina"
Banlieue Nord,178000.0,105.0,V,Jumia TN,L-TN-00148373,1695.2380952380952,"Ain Zaghouan, AIN Zaghouan, Tunis et Banlieue Nord"
Les Berges du Lac,858800.0,226.0,V,Jumia TN,L-TN-00150667,3800.0,"Les Berges Du Lac 2, Les Berges Du Lac, Tunis et Banlieue Nord"
Les Berges du Lac,466000.0,2.0,V,Jumia TN,L-TN-00122245,233000.0,"Les Berges du Lac, Les Berges Du Lac, Tunis et Banlieue Nord"
Sousse,270.0,70.0,L,Tayara TN,3f8709b2-e10c-4ea4-89ab-5e8719a69ee2,3.857142857142857,"Sousse, Sousse Jawhara"
Nabeul,189000.0,63.0,V,Jumia TN,L-TN-00172362,3000.0,"Zone Miramar - Rue Hammarskjold, Hammamet Nord, Hammamet, Nabeul"
Ariana,153000.0,130.0,V,Jumia TN,L-TN-00153659,1176.923076923077,"Ariana, Ariana, Ariana"
Mannouba,650.0,100.0,L,Tayara TN,b78dfe67-74ae-480d-9925-2ffc71b3c575,6.5,"La manouba, Manouba Ville"
Ariana,250000.0,104.0,V,Jumia TN,L-TN-00149499,2403.846153846154,"cité nkhilette, Ariana, Ariana, Ariana"
Banlieue Nord,245000.0,131.0,V,Jumia TN,L-TN-00149763,1870.2290076335878,"Tunis, Tunis, Tunis et Banlieue Nord"
Banlieue Nord,200000.0,100.0,V,Jumia TN,L-TN-00145028,2000.0,"marsa, la marsa Tunis., La Marsa, Tunis et Banlieue Nord"
Banlieue Nord,360000.0,167.0,V,Jumia TN,L-TN-00145173,2155.688622754491,"ennasr, beb souika Tunis., Tunis, Tunis et Banlieue Nord"
Sousse,450.0,80.0,L,Tayara TN,25691783-0223-4732-9888-025ab4aee702,5.625,"Sousse, Autres villes"
Sousse,290000.0,143.0,V,Jumia TN,L-TN-00171130,2027.972027972028,"Corniche, Sousse, Sousse"
Sousse,190000.0,116.0,V,Jumia TN,L-TN-00137640,1637.9310344827586,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Bouhssina, Sousse, Sousse"
Ariana,110000.0,71.0,V,Jumia TN,L-TN-00153441,1549.2957746478874,"Nour Jaafer, Raoued, Raoued, Ariana"
Les Berges du Lac,950000.0,231.0,V,Jumia TN,L-TN-00112110,4112.554112554112,"Les Berges Du Lac 2, Les Berges Du Lac, Tunis et Banlieue Nord"
Sousse,550.0,90.0,L,Tayara TN,c82a6214-da3b-45d0-a5f3-35ff11cbb541,6.111111111111111,"Sousse, Hammam Sousse"
Sousse,250000.0,80.0,V,Jumia TN,L-TN-00137446,3125.0,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Chott Meriem, Akouda, Sousse"
Banlieue Nord,250000.0,130.0,V,Jumia TN,L-TN-00128607,1923.076923076923,"Ennasser 2, ENNASR 2, ENNASR 2, Tunis et Banlieue Nord"
Ariana,211190.0,121.0,V,Jumia TN,L-TN-00153129,1745.3719008264463,"Chotrana, Ariana, Ariana, Ariana"
Ariana,155000.0,130.0,V,Jumia TN,L-TN-00151012,1192.3076923076924,"Ariana, Ariana, Ariana, Ariana"
Nabeul,145000.0,75.0,V,Jumia TN,L-TN-00102751,1933.3333333333333,"Mrezga, Hammamet, Hammamet, Nabeul"
Sousse,350.0,80.0,L,Tayara TN,9a6ac7bc-79c7-4aed-a535-2d29769bf493,4.375,"Sousse, Autres villes"
Bizerte,265000.0,120.0,V,Jumia TN,L-TN-00129576,2208.3333333333335,"bizerte, Bizerte, Bizerte, Bizerte"
Ariana,115000.0,41.0,V,Jumia TN,L-TN-00156805,2804.878048780488,"Cité Ennasr, Cité Ennasr, Ariana"
Sousse,195000.0,136.0,V,Jumia TN,L-TN-00171880,1433.8235294117646,"Sahloul, Sahloul, Sousse"
Les Berges du Lac,830000.0,237.0,V,Jumia TN,L-TN-00149882,3502.10970464135,"Les Berges du Lac0, Les Berges Du Lac, Tunis et Banlieue Nord"
Ben arous,350.0,45.0,L,Tayara TN,ec22a7d1-6275-4b92-b66c-6e64e446286b,7.777777777777778,"Ben arous, Mégrine"
Ariana,2500.0,65.0,V,Jumia TN,L-TN-00148797,38.46153846153846,"La Soukra, La Soukra, La Soukra, Ariana"
Bardo,400.0,90.0,L,Tayara TN,b117a2ff-bf9f-43f1-80de-05a9d1a26b3f,4.444444444444445,"Tunis, Le Bardo"
Ben arous,125000.0,60.0,V,Jumia TN,L-TN-00132937,2083.3333333333335,"Bou Mhel, Ben Arous - Tunis Sud"
Ariana,250000.0,104.0,V,Jumia TN,L-TN-00163977,2403.846153846154,"En Nekhilet, Raoued, Ariana"
Banlieue Nord,450000.0,110.0,V,Jumia TN,L-TN-00169516,4090.909090909091,"La Marsa, La Marsa, Tunis et Banlieue Nord"
Mannouba,320.0,60.0,L,Tayara TN,aa6a1d27-df8c-4cba-b553-b4c2e3d9bd36,5.333333333333333,"La manouba, Autres villes"
Ariana,185000.0,109.0,V,Jumia TN,L-TN-00158598,1697.2477064220184,"Ariana, Ariana, Ariana"
Beja,400.0,120.0,L,Tayara TN,c1314c6c-4852-433e-964b-90ba68e6550b,3.3333333333333335,"Béja, Autres villes"
Ben arous,252000.0,180.0,V,Jumia TN,L-TN-00123028,1400.0,"El Mourouj, El Mourouj, Ben Arous - Tunis Sud"
Ben arous,252000.0,180.0,V,Jumia TN,L-TN-00123031,1400.0,"El Mourouj, El Mourouj, Ben Arous - Tunis Sud"
Ariana,250000.0,172.0,V,Jumia TN,L-TN-00154226,1453.4883720930231,"Raoued plage, Raoued, Raoued, Ariana"
Monastir,330.0,130.0,L,Tayara TN,dc5f9b89-76ad-43a1-9921-6bd6510919b9,2.5384615384615383,"Monastir, Monastir"
Ariana,110000.0,71.0,V,Jumia TN,L-TN-00153428,1549.2957746478874,"Raoued, Raoued, Ariana"
Ariana,140000.0,80.0,V,Jumia TN,L-TN-00164018,1750.0,"Borj Louzir, La Soukra, Ariana"
Ariana,255000.0,120.0,V,Jumia TN,L-TN-00154238,2125.0,"Borj Louzir, La Soukra, Ariana"
Ariana,1000.0,95.0,L,Tayara TN,e8b338f6-aed0-48f2-aa9b-c838973f6710,10.526315789473685,"Ariana, Ennasr"
Banlieue Nord,185000.0,90.0,V,Jumia TN,L-TN-00153130,2055.5555555555557,"Aouina, Aouina, Tunis et Banlieue Nord"
Ariana,87000.0,50.0,V,Jumia TN,L-TN-00147479,1740.0,"Ariana Ville, Ariana, Ariana, Ariana"
Ben arous,260000.0,145.0,V,Jumia TN,L-TN-00156816,1793.103448275862,"Ezzahra, Ezzahra, Ben Arous - Tunis Sud"
Sousse,280000.0,140.0,V,Jumia TN,L-TN-00113757,2000.0,"khezama, Khezama, Khezama, Sousse"
Nabeul,175500.0,60.0,V,Jumia TN,L-TN-00153959,2925.0,"Hammamet Sud, Hammamet, Nabeul"
Ariana,153000.0,130.0,V,Jumia TN,L-TN-00154199,1176.923076923077,"Ariana, Ariana, Ariana"
Banlieue Nord,275000.0,118.0,V,Jumia TN,L-TN-00169122,2330.508474576271,"RUE KHALED IBEN ELWALID AIN ZAGHOUAN, AIN Zagouan, AIN Zaghouan, Tunis et Banlieue Nord"
Nabeul,330.0,65.0,L,Tayara TN,c0a9f0bf-d672-4249-9b2d-b74366b28116,5.076923076923077,"Nabeul, Hammamet"
Ben arous,129000.0,72.0,V,Jumia TN,L-TN-00173894,1791.6666666666667,"Bou Mhel, Bou Mhel, Ben Arous - Tunis Sud"
Sousse,239000.0,120.0,V,Jumia TN,L-TN-00168977,1991.6666666666667,"Rue Hassen Ben Said 4051 khezema ouest sousse., Hammam Sousse, Hammam Sousse, Sousse"
Ariana,1000.0,74.0,L,Tayara TN,374ba374-54b5-4ef0-b327-8b56e14184bb,13.513513513513514,"Ariana, Autres villes"
Banlieue Nord,800.0,130.0,V,Jumia TN,L-TN-00173890,6.153846153846154,"La Marsa, La Marsa, Tunis et Banlieue Nord"
Sousse,260000.0,137.0,V,Jumia TN,L-TN-00170486,1897.8102189781023,"Rue Hassen Ben Said 4051 khezema ouest sousse., Sahloul, Sousse, Sousse"
Banlieue Nord,235000.0,140.0,V,Jumia TN,L-TN-00171179,1678.5714285714287,"Aouina, Aouina, Aouina, Tunis et Banlieue Nord"
Sousse,140.0,74.0,V,Jumia TN,L-TN-00129760,1.8918918918918919,"Residence Thalassa Hergla la corniche, Hergla, Hergla, Sousse"
Ariana,235000.0,125.0,V,Tayara TN,519c5082-88d7-49c8-aef9-bb5764306c14,1880.0,"Ariana, Ghazela"
Sfax,80000.0,66.0,V,Jumia TN,L-TN-00148703,1212.121212121212,"avenue 18 janvier immeuble bouhlel 1 er étage Sfax, Sfax Hached, Sfax Ville, Sfax"
Nabeul,150000.0,97.0,V,Jumia TN,L-TN-00155293,1546.3917525773195,"Hammamet, Hammamet, Nabeul"
Banlieue Nord,150000.0,80.0,V,Jumia TN,L-TN-00109430,1875.0,"Aouina, Aouina, Tunis et Banlieue Nord"
Nabeul,181500.0,95.0,V,Jumia TN,L-TN-00152958,1910.5263157894738,"Cité El Mrezga Sur la Route Mc 28 (En Face Clinique les Violettes), Hammamet Nord, Hammamet, Nabeul"
Nabeul,115000.0,65.0,V,Jumia TN,L-TN-00153140,1769.2307692307693,"Hammamet, Hammamet, Nabeul"
Mahdia,120000.0,57.0,V,Jumia TN,L-TN-00170998,2105.2631578947367,"Mahdia, Mahdia, Mahdia, Mahdia"
Tunis,300.0,60.0,L,Tayara TN,77778bd0-c679-409f-832c-8eada7732c87,5.0,"Tunis, Autres villes"
Ariana,500000.0,246.0,V,Jumia TN,L-TN-00149774,2032.520325203252,"La Soukra, La Soukra, Ariana"
Ariana,250000.0,200.0,V,Jumia TN,L-TN-00147892,1250.0,"Ariana, Ariana, Ariana"
Ariana,170000.0,147.0,V,Jumia TN,L-TN-00154875,1156.4625850340135,"Nkhilette, Ariana, Ariana, Ariana"
Nabeul,290000.0,114.0,V,Jumia TN,L-TN-00165228,2543.8596491228072,"Nabeul, Nabeul"
Mannouba,440.0,100.0,L,Tayara TN,6240032b-ed7b-485f-bd8b-44c721aaafe7,4.4,"La manouba, La manouba"
Les Berges du Lac,450000.0,150.0,V,Jumia TN,L-TN-00126530,3000.0,"Les Berges Du Lac 2, Les Berges Du Lac, Tunis et Banlieue Nord"
Banlieue Nord,215000.0,66.0,V,Jumia TN,L-TN-00174778,3257.5757575757575,"Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Banlieue Nord,623353.0,172.0,V,Jumia TN,L-TN-00155224,3624.1453488372094,"Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Banlieue Nord,380000.0,143.0,V,Jumia TN,L-TN-00173850,2657.3426573426573,"Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Monastir,230.0,90.0,L,Tayara TN,be12a30e-ce78-41e1-a96a-bb61f37fd327,2.5555555555555554,"Monastir, Moknine"
Banlieue Nord,270000.0,135.0,V,Jumia TN,L-TN-00164641,2000.0,"ennasr 2, ENNASR 2, ENNASR 2, Tunis et Banlieue Nord"
Sousse,160000.0,107.0,V,Jumia TN,L-TN-00156873,1495.3271028037384,"Hergla, Hergla, Sousse"
Banlieue Nord,245000.0,60.0,V,Jumia TN,L-TN-00089143,4083.3333333333335,"La Marsa, La Marsa, Tunis et Banlieue Nord"
Tunis,180000.0,101.0,V,Tayara TN,47cf81a6-d749-4ef9-b207-2f94cc7fdcc4,1782.1782178217823,"Tunis, Centre Ville - Lafayette"
Banlieue Nord,260000.0,150.0,V,Jumia TN,L-TN-00149879,1733.3333333333333,"AIN Zagouan, AIN Zaghouan, Tunis et Banlieue Nord"
Ariana,98880.0,53.0,V,Jumia TN,L-TN-00150550,1865.6603773584907,"Ariana, Ariana, Ariana"
Sousse,190000.0,144.0,V,Jumia TN,L-TN-00149540,1319.4444444444443,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Hergla, Hergla, Sousse"
Sousse,50.0,100.0,L,Tayara TN,12f046be-cb9e-41d4-9212-c7cc5819ab67,0.5,"Sousse, Sousse Médina"
Ben arous,205000.0,100.0,V,Jumia TN,L-TN-00147729,2050.0,"ezzahra ville, Ezzahra, Ben Arous - Tunis Sud"
Ariana,114240.0,68.0,V,Jumia TN,L-TN-00153299,1680.0,"Chotrana 1, Chotrana 1, Chotrana 1, Ariana"
Sousse,280000.0,120.0,V,Jumia TN,L-TN-00153718,2333.3333333333335,"Cité de la Plage, Hammam Sousse, Sousse"
Banlieue Nord,450000.0,405.0,V,Jumia TN,L-TN-00173729,1111.111111111111,"ENNASR 2, ENNASR 2, Tunis et Banlieue Nord"
Ben arous,450.0,100.0,L,Tayara TN,a38a1c9e-02b0-4294-b634-15e5ad1f0173,4.5,"Ben arous, Boumhel"
Sousse,208000.0,130.0,V,Jumia TN,L-TN-00153456,1600.0,"Rue Yasser arafet Résidence Wiem, Sousse, Sousse, Sousse"
Ben arous,630.0,120.0,L,Tunisie-annonce TN,2861335,5.25,"Tunisie,Ben arous,Bou Mhel El Bassatine,Bou Mhel"
Les Berges du Lac,530000.0,160.0,V,Jumia TN,L-TN-00126526,3312.5,"Les Berges Du Lac 1, Les Berges Du Lac, Tunis et Banlieue Nord"
Nabeul,195000.0,85.0,V,Jumia TN,L-TN-00163076,2294.1176470588234,"Kelibia, Kelibia, Nabeul"
Sfax,2000.0,900.0,L,Tunisie-annonce TN,2862058,2.2222222222222223,"Tunisie,Sfax,Sfax Ville,Sfax"
Ariana,600.0,115.0,L,Tayara TN,e4e0174f-472c-44b7-a6da-d88630090296,5.217391304347826,"Ariana, Raoued"
Ben arous,450.0,100.0,L,Tunisie-annonce TN,2856409,4.5,"Tunisie,Ben arous,Bou Mhel El Bassatine,Bou Mhel"
Sousse,500000.0,100.0,V,Jumia TN,L-TN-00120437,5000.0,"El Kantaoui, Hammam Sousse, Sousse"
Ariana,89880.0,54.0,V,Jumia TN,L-TN-00150458,1664.4444444444443,"Ariana, Ariana, Ariana"
Les Berges du Lac,800000.0,220.0,V,Jumia TN,L-TN-00154800,3636.3636363636365,"Les Berges Du Lac 2, Les Berges Du Lac, Tunis et Banlieue Nord"
Banlieue Nord,620000.0,2.0,V,Jumia TN,L-TN-00128986,310000.0,"Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Banlieue Nord,1800.0,115.0,L,Tunisie-annonce TN,2739150,15.652173913043478,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Ben arous,600.0,110.0,L,Tunisie-annonce TN,2858664,5.454545454545454,"Tunisie,Ben arous,Nouvelle Medina,Nouvelle Medina"
Ben arous,125000.0,110.0,V,Jumia TN,L-TN-00114699,1136.3636363636363,"Ben Arous, Ben Arous, Ben Arous - Tunis Sud"
Ben arous,145000.0,135.0,V,Jumia TN,L-TN-00128609,1074.0740740740741,"en face bsb, Nouvelle Medina, Ben Arous - Tunis Sud"
Banlieue Nord,2000.0,250.0,L,Tunisie-annonce TN,2834606,8.0,"Tunisie,Tunis,La Marsa,Gammart"
Tunis,600.0,90.0,L,Tayara TN,3d54025a-28b4-4628-86ae-5bee5e5a2ba3,6.666666666666667,"Tunis, Autres villes"
Ariana,900.0,160.0,L,Tunisie-annonce TN,2862074,5.625,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 2"
Nabeul,140000.0,100.0,V,Jumia TN,L-TN-00152889,1400.0,"Nabeul, Nabeul, Nabeul"
Cite el khadra,180.0,110.0,L,Tunisie-annonce TN,2821855,1.6363636363636365,"Tunisie,Tunis,Cite El Khadra,Cite El Khadra"
Les Berges du Lac,810000.0,148.0,V,Jumia TN,L-TN-00124230,5472.972972972973,"Les Berges Du Lac 2, Les Berges Du Lac, Tunis et Banlieue Nord"
Les Berges du Lac,650000.0,215.0,V,Jumia TN,L-TN-00126520,3023.2558139534885,"Les Berges Du Lac 2, Les Berges Du Lac, Tunis et Banlieue Nord"
Ariana,850.0,120.0,L,Tunisie-annonce TN,2862073,7.083333333333333,"Tunisie,Ariana,Ariana Ville,El Menzah 7"
Ben arous,150000.0,101.0,V,Jumia TN,L-TN-00128355,1485.148514851485,"Borj Cedria, Borj Cédria, Ben Arous - Tunis Sud"
Sousse,240000.0,100.0,V,Jumia TN,L-TN-00150334,2400.0,"Hammam Sousse, Sousse"
Banlieue Nord,280000.0,82.0,V,Jumia TN,L-TN-00152926,3414.6341463414633,"Centre Urbain Nord, Cité El Khadra, Tunis et Banlieue Nord"
Mannouba,200.0,70.0,L,Tayara TN,f155a29e-ba27-49e5-8b0b-dc403555a936,2.857142857142857,"La manouba, Autres villes"
Sousse,155000.0,125.0,V,Jumia TN,L-TN-00150751,1240.0,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Hammam Sousse, Hammam Sousse, Sousse"
Ariana,400.0,50.0,L,Tunisie-annonce TN,2814962,8.0,"Tunisie,Ariana,Ariana Ville,Ariana"
Ariana,500.0,60.0,L,Tunisie-annonce TN,2857081,8.333333333333334,"Tunisie,Ariana,Ariana Ville,Ariana"
Nabeul,350000.0,113.0,V,Jumia TN,L-TN-00101102,3097.3451327433627,"Hammamet Nord, Hammamet, Nabeul"
Nabeul,160000.0,67.0,V,Jumia TN,L-TN-00149576,2388.0597014925374,"AFH Mrezga, Cité El Wafa, Nabeul, Nabeul"
Banlieue Nord,4000.0,320.0,L,Tunisie-annonce TN,2714570,12.5,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Nabeul,350000.0,113.0,V,Jumia TN,L-TN-00101075,3097.3451327433627,"Hammamet Nord, Hammamet, Nabeul"
Sousse,400.0,25.0,L,Tayara TN,3bc7ad85-5fa8-4b08-9216-d2cb5c71422d,16.0,"Sousse, Autres villes"
Nabeul,240000.0,87.0,V,Jumia TN,L-TN-00102564,2758.6206896551726,"Yasmine Hammamet, Hammamet, Nabeul"
Banlieue Nord,1200000.0,400.0,V,Jumia TN,L-TN-00150306,3000.0,"Gammarth, Gammarth, Tunis et Banlieue Nord"
Sousse,360000.0,100.0,V,Jumia TN,L-TN-00103110,3600.0,"route touristique, Khezama, Sousse"
Banlieue Nord,330000.0,110.0,V,Jumia TN,L-TN-00126496,3000.0,"Jardin L’Aouina, Tunis, Tunis et Banlieue Nord"
Ariana,258230.0,149.0,V,Jumia TN,L-TN-00153361,1733.0872483221476,"Chotrana 1, Chotrana 1, Chotrana 1, Ariana"
Banlieue Nord,800.0,100.0,L,Tayara TN,79570be8-15c0-44f8-9982-7cee6d25f191,8.0,"Tunis, Le Kram"
Tunis,1300.0,120.0,L,Tunisie-annonce TN,2814965,10.833333333333334,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan"
Banlieue Nord,293000.0,73.0,V,Jumia TN,L-TN-00114806,4013.698630136986,"Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Banlieue Nord,217000.0,79.0,V,Jumia TN,L-TN-00171237,2746.8354430379745,"Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Banlieue Nord,2600.0,160.0,L,Tunisie-annonce TN,2854384,16.25,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Ben arous,1200.0,89.0,L,Tunisie-annonce TN,2853262,13.48314606741573,"Tunisie,Ben arous,Ezzahra,Ezzahra"
Les Berges du Lac,1600.0,2.0,V,Jumia TN,L-TN-00107156,800.0,"Les Berges du Lac, Les Berges du Lac0, Les Berges Du Lac, Tunis et Banlieue Nord"
Sousse,111111.0,122.0,V,Jumia TN,L-TN-00152547,910.7459016393443,"Sousse, Sousse, Sousse"
Banlieue Nord,360000.0,86.0,V,Jumia TN,L-TN-00150384,4186.046511627907,"Les Jardins de Carthage, Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Jendouba,150.0,100.0,L,Tunisie-annonce TN,2829944,1.5,"Tunisie,Jendouba,Tabarka,Cite El Mourjene"
Nabeul,250000.0,100.0,V,Jumia TN,L-TN-00135443,2500.0,"Dar Chaabane Elfehri, Dar Chaabane Elfehri, Nabeul"
Sousse,270600.0,146.0,V,Jumia TN,L-TN-00135870,1853.4246575342465,"Sahloul, Sahloul, Sousse"
Les Berges du Lac,250000.0,2.0,V,Jumia TN,L-TN-00067118,125000.0,"Les Berges du Lac, Les Berges du Lac0, Les Berges Du Lac, Tunis et Banlieue Nord"
Tunis,150.0,80.0,L,Tayara TN,57a513ac-5c2a-4947-8a2c-c3aa3ec82828,1.875,"Tunis, Centre Ville - Lafayette"
Banlieue Nord,480000.0,240.0,V,Jumia TN,L-TN-00149777,2000.0,"AIN Zagouan, AIN Zaghouan, Tunis et Banlieue Nord"
Banlieue Nord,6000.0,300.0,L,Tunisie-annonce TN,2855041,20.0,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Banlieue Nord,378000.0,173.0,V,Jumia TN,L-TN-00138912,2184.9710982658958,"cote monoprix, La Soukra, Tunis et Banlieue Nord"
Banlieue Nord,240000.0,100.0,V,Jumia TN,L-TN-00139692,2400.0,"Le Kram, Le Kram, Tunis et Banlieue Nord"
Monastir,800.0,93.0,L,Tayara TN,cb19778a-6eaf-42f8-b4c4-851431e75b4e,8.602150537634408,"Monastir, Monastir"
Sousse,1000.0,80.0,L,Tunisie-annonce TN,2603476,12.5,"Tunisie,Sousse,Sousse Jaouhara,Sousse Khezama"
Ben arous,175000.0,97.0,V,Jumia TN,L-TN-00129778,1804.1237113402062,"Ben arous, Ben Arous, Ben Arous, Ben Arous - Tunis Sud"
Banlieue Nord,300000.0,107.0,V,Jumia TN,L-TN-00172592,2803.7383177570096,"Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Nabeul,13333.0,2000.0,L,Tunisie-annonce TN,2417006,6.6665,"Tunisie,Nabeul,Soliman,Cite Nouvelle"
Tunis,350.0,200.0,L,Tunisie-annonce TN,2862083,1.75,"Tunisie,Le Kef,Le Kef Est,Cite Ennouhoudh 1"
Banlieue Nord,560000.0,193.0,V,Jumia TN,L-TN-00130690,2901.5544041450776,"jardin de Carthage, Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Nabeul,120.0,66.0,L,Tunisie-annonce TN,2569805,1.8181818181818181,"Tunisie,Nabeul,Hammamet,Hammamet"
Banlieue Nord,2700.0,170.0,L,Tunisie-annonce TN,2815974,15.882352941176471,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Ariana,650.0,60.0,L,Tayara TN,2645592e-2106-4c77-a90f-4e3dd1564c07,10.833333333333334,"Tunis, L'aouina"
Nabeul,400000.0,150.0,V,Jumia TN,L-TN-00166961,2666.6666666666665,"Yasmine Hammamet, Hammamet, Nabeul"
Bardo,1200.0,90.0,L,Tunisie-annonce TN,1081692,13.333333333333334,"Tunisie,Tunis,Le Bardo,Le Bardo"
Ariana,1000.0,176.0,L,Tunisie-annonce TN,2847465,5.681818181818182,"Tunisie,Ariana,Raoued,Cite El Ghazala 1"
Banlieue Nord,291400.0,148.0,V,Jumia TN,L-TN-00127266,1968.918918918919,"Le croisement de l’avenue KHALED IBN EL WALID et ALI BALHOUANE, AIN Zagouan, AIN Zaghouan, Tunis et Banlieue Nord"
Ariana,1000.0,150.0,L,Tunisie-annonce TN,2842680,6.666666666666667,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 2"
Ben arous,650.0,164.0,L,Tunisie-annonce TN,2859162,3.9634146341463414,"Tunisie,Ben arous,Nouvelle Medina,Nouvelle Medina"
Sousse,250000.0,100.0,V,Jumia TN,L-TN-00137512,2500.0,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Sousse Corniche, Sousse Corniche, Sousse"
Ben arous,175000.0,98.0,V,Jumia TN,L-TN-00115260,1785.7142857142858,"El Mourouj, Ben Arous - Tunis Sud"
Tunis,730.0,100.0,L,Tayara TN,ba37b648-c15b-46fc-88a3-4e2e211b30b8,7.3,"Tunis, Autres villes"
Ariana,800.0,140.0,L,Tunisie-annonce TN,2830089,5.714285714285714,"Tunisie,Ariana,La Soukra,Chotrana 3"
Ariana,2850.0,200.0,L,Tunisie-annonce TN,456647,14.25,"Tunisie,Tunis,El Menzah,El Menzah 9"
